Record ID,File Name,Assignment ID,Year,Person,Keywords,Creators,Date
207431327,HearstTransportation_CAMP_MontrealTeam.png,CPR6931p,,Unidentified,"People @ Work,Hearst transportation,Transportation,Employee Image,CAMP,Hearst Transportation,Career Site",,
207431332,HearstTransportation_MicrosoftTeams_ZoomMeeting.png,CPR6931p,,"Unidentified,Don Dickson,Danya Bynoe,Varun Kumar Chepuri,Hai Nguyen,Chris Kubinski,Richard Wallace,Mike Greig,Craig Campbell,Joseph Galko,Todd Sprayberry","People @ Work,Hearst transportation,Transportation,Zoom,Employee Image,Hearst Transportation,Career Site",,
207431348,HearstTransportation_BlackBook_LauraWehunt_1.png,CPR6931p,,Laura Wehunt,"People @ Work,Hearst transportation,Headshots,Transportation,Black Book,Portraits,Employee Image,Hearst Transportation,Career Site",,
207431356,HearstTransportation_BlackBook_LauraWehunt_2.png,CPR6931p,,Laura Wehunt,"People @ Work,Hearst transportation,Headshots,Transportation,Black Book,Portraits,Employee Image,Hearst Transportation,Career Site",,
207432753,HearstMagazines_CDS_Employee.png,CPR6931p,,Bryan Phillips,"People @ Work,CDS,Hearst Magazines,Hearst magazines,Headshots,Magazines,Portraits,Employee Image,Career Site",,
207432784,HearstMagazines_Affinity Groups.png,CPR6931p,,Unidentified,"People @ Work,Hearst Magazines,Hearst magazines,Affinity Groups,Magazines,Employee Image,Career Site",,
207432786,HearstMagazines_Value_WeEvolveWithPurpose.png,CPR6931p,,,"People @ Work,Hearst Magazines,Hearst magazines,Magazines,Employee Image,Career Site",,
207432788,HearstMagazines_Value_hearst_galleries.png,CPR6931p,,Unidentified,"People @ Work,Hearst Magazines,Hearst magazines,offices,Magazines,Employee Image,Career Site",,
207432796,HearstMagazines_CommunityOutreach.png,CPR6931p,,"Unidentified,Paul Luthringer,Stephanie Mayne,Anna Gress,Flavius Cosarca","People @ Work,Hearst Magazines,Hearst magazines,Magazines,Community Outreach,Employee Image,Hearst Tower,Career Site",,
207432797,HearstMagazines_HR_Good HousekeepingOffice.png,CPR6931p,,Lauren Matthews,"People @ Work,Hearst Magazines,Hearst magazines,Magazines,Employee Image,Good Housekeeping,Hearst Tower,Career Site",,
207432881,HearstHealth_FDB_OneWarmCoat.png,CPR6931p,,Unidentified,"People @ Work,FDB,Employee Image,Hearst Health,Career Site",,
207432894,HearstHealth_FDB_GivesBack3.png,CPR6931p,,Unidentified,"People @ Work,FDB,Employee Image,Hearst Health,Career Site",,
207432937,HearstHealth_Executive.png,CPR6931p,,Unidentified,"People @ Work,Employee Image,Hearst Health,Career Site",,
207432942,HearstHealth_HCHB_Nurses_FromWebsite.png,CPR6931p,,Unidentified,"People @ Work,Homecare Homebase,HCHB,Employee Image,Hearst Health,Career Site",,
207432947,HearstHealth_Clinical.png,CPR6931p,,Unidentified,"People @ Work,Employee Image,Hearst Health,Career Site",,
207432949,HearstHealth_MHK_Laura Wehunt.png,CPR6931p,,Laura Wehunt,"People @ Work,MHK,Headshots,Portraits,Employee Image,Hearst Health,Career Site",,
207891158,92 - Television_KMBC Meet Greet.png,CPR6999,2019-01-01,Unidentified,"People @ Work,KMBC,2019,Hearst Television,Annual,Television,Annual 2019,Hearst television",,
207921642,Screen Shot 2020-07-31 at 2.34.42 PM.png,,2020-07-31,,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921643,Screen Shot 2020-07-31 at 2.41.42 PM.png,,2020-07-31,,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921644,Screen Shot 2020-07-31 at 2.46.56 PM.png,,2020-07-31,,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921645,Screen Shot 2020-07-31 at 2.47.07 PM.png,,2020-07-31,,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921646,Screen Shot 2020-07-31 at 3.10.17 PM.png,,2020-07-31,Laura Jones,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921647,Screen Shot 2020-07-31 at 3.12.41 PM.png,,2020-07-31,,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921648,Screen Shot 2020-07-31 at 3.14.10 PM.png,,2020-07-31,Bryan Vaughn,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921649,Screen Shot 2020-07-31 at 3.14.57 PM.png,,2020-07-31,,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921650,Screen Shot 2020-07-31 at 3.16.38 PM.png,,2020-07-31,Arlette Hawkins,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921651,Screen Shot 2020-07-31 at 3.18.17 PM.png,,2020-07-31,,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921652,Screen Shot 2020-07-31 at 3.20.18 PM.png,,2020-07-31,Rebecca Haase,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921653,Screen Shot 2020-07-31 at 3.21.34 PM.png,,2020-07-31,,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921654,Screen Shot 2020-07-31 at 3.26.22 PM.png,,2020-07-31,,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921655,Screen Shot 2020-07-31 at 3.27.36 PM.png,,2020-07-31,Ama Kwarteng,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921656,Screen Shot 2020-07-31 at 3.28.34 PM.png,,2020-07-31,Tainaya Nash,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921657,Screen Shot 2020-07-31 at 3.31.22 PM.png,,2020-07-31,Grace Zoë McLoughlin,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921658,Screen Shot 2020-07-31 at 3.33.22 PM.png,,2020-07-31,Anatola Pabst,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921659,Screen Shot 2020-07-31 at 3.34.33 PM.png,,2020-07-31,Kit Fox,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921660,Screen Shot 2020-07-31 at 3.35.47 PM.png,,2020-07-31,Troi Ratchford,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921661,Screen Shot 2020-07-31 at 3.37.42 PM.png,,2020-07-31,Holly Smith,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921662,Screen Shot 2020-07-31 at 3.40.07 PM.png,,2020-07-31,Alexandra Carlin,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921663,Screen Shot 2020-07-31 at 3.41.06 PM.png,,2020-07-31,Marcus Williams,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921664,Screen Shot 2020-07-31 at 3.43.12 PM.png,,2020-07-31,Tiffany Shapiro,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921665,Screen Shot 2020-07-31 at 3.44.33 PM.png,,2020-07-31,Scarlette Rodriguez Zarzuela,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work,Scarlette Rodriguez Zarzuela",,
207921666,Screen Shot 2020-07-31 at 3.45.42 PM.png,,2020-07-31,Lydia Rinaldi,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work,Lydia Rinaldi",,
207921667,Screen Shot 2020-07-31 at 3.46.56 PM.png,,2020-07-31,Joseph Z.,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921668,Screen Shot 2020-07-31 at 3.47.17 PM.png,,2020-07-31,Zachary Solomon,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921669,Screen Shot 2020-07-31 at 3.48.18 PM.png,,2020-07-31,Joyce Zhang,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921670,Screen Shot 2020-07-31 at 3.49.44 PM.png,,2020-07-31,Kelly Roma,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921671,Screen Shot 2020-07-31 at 3.50.25 PM.png,,2020-07-31,Nitisha Bhatt,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921672,Screen Shot 2020-07-31 at 3.51.55 PM.png,,2020-07-31,Delani,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921673,Screen Shot 2020-07-31 at 3.52.39 PM.png,,2020-07-31,Unidentified,"T. Howard Interns,Hearst Associates,Interns,Graduation,Virtual Event,Events,Steve R. Swartz,SRS,Alex Carlin,People @ Work",,
207921974,All out Studio2.png,CPR6999,2019-01-01,,"People @ Work,2019,Annual,Hearst Magazines,Annual 2019,Magazines,All Out Studio",,
207921994,HearstAssociates_FAB_LeaveSomethingOnTheTable_07.28.20.png,,2020-07-28,,"FAB,Frank Bennack,Leave Something on the Table,Events,People @ Work,Virtual Event,Hearst Associates,Interns,Book Event,T. Howard Foundation",,
207921995,Screen Shot 2020-07-02 at 3.07.42 PM.png,,2020-07-02,,"T. Howard Interns,Hearst Associates,Interns,Virtual Event,Events,People @ Work,Lou Nowikas",,
207921996,Screen Shot 2020-07-02 at 3.17.03 PM.png,,2020-07-02,,"T. Howard Interns,Hearst Associates,Interns,Virtual Event,Events,People @ Work,Lou Nowikas",,
207921997,Screen Shot 2020-07-02 at 3.06.39 PM.png,,2020-07-02,,"T. Howard Interns,Hearst Associates,Interns,Virtual Event,Events,People @ Work,Lou Nowikas",,
207993765,CPR7566_HTV_2020_YearEnder1.png,CPR7566,,,"Hearst Gives Back,Hearst Television,2020,Year Ender Video,Fundraising,Project CommUNITY",Hearst Television,
207993767,CPR7566_HTV_2020_YearEnder6.png,CPR7566,,Michael Armstrong,"Hearst Gives Back,Hearst Television,Year Ender Video,KOCO,Natural Disaster,2020",Hearst Television,
207993773,CPR7566_HTV_2020_YearEnder5.png,CPR7566,,Unidentified,"Year Ender Video,Hearst Television,Wildfires,Natural Disaster,KCRA,2020,Hearst Gives Back,Field Reporters",Hearst Television,
207993776,CPR7566_HoustonChron_TogetherWeAreStrong.png,CPR7566,,,"Hearst Gives Back,Hearst Newspapers,Natural Disasters,COVID-19,COVID,Coronavirus,Together We Are Strong",,
207993778,CPR7566_HTV_2020_YearEnder7.png,CPR7566,,,"Hearst Gives Back,Hearst Television,2020,Year Ender Video,WDSU,Natural Disaster,Hurricanes",Hearst Television,
207993781,CPR7566_WPBF_ProjectCommUNITY_DayOfGiving.png,CPR7566,,Unidentified,"Hearst Gives Back,Hearst Television,WPBF,Project CommUNITY,United Way,United Way Phone Bank,Zoom,Day of Giving",Hearst Television,
207993784,CPR7566_HTV_2020_YearEnder2.png,CPR7566,,,"Hearst Gives Back,Hearst Television,2020,Year Ender Video,Project CommUNITY",Hearst Television,
207993797,CPR7566_HTV_2020_YearEnder3.png,CPR7566,,Unidentified,"Hearst Gives Back,Hearst Television,2020,Year Ender Video,Project CommUNITY,WXII,Television Stations,Food Drives,Food Banks",Hearst Television,
207993798,CPR7566_WWVTM_HurricaneLaura_Met@Desk.png,CPR7566,,Unidentified,"Hearst Gives Back,Hearst Television,WVTM,Natural Disasters,Hurricanes,Hurricane Laura,Reporters,Anchors",Hearst Television,
207993803,CPR7566_HTV_2020_YearEnder4.png,CPR7566,,,"App,Year Ender Video,Hearst Television,Wildfires,Natural Disaster,2020,Hearst Gives Back,Santa Cruz,KSBW",Hearst Television,
208008747,MEGUMI IKEDA.png,,,Megumi Ikeda,"Hearst.com,Headshots,Portraits,Bio Images",,
208008785,Paul Buccieri_BW_CORP_HORZ_2.png,,,Paul Buccieri,"E&S,Headshots,Hearst Entertainment & Syndication,A+E Networks,Portraits,Entertainment & Syndication",,
208015824,CPR7560i_BHM_Article Image_V4_1276x960_Tommy_2.png,CPR7560,2021-02-26,"Tommy Atkins,Tommy J. Atkins","BHM,Black History Month",,
208059211,c1d46c1b0071cf3e755e68f97aa31e6c96263aeb_700x525.png,,,,"Real Estate,Hearst Ranch,Hearst Real Estate",,
208707856,Screen Shot 2021-07-30 at 1.34.38 PM.png,,2021-10-15,,"Screengrabs,Virtual Commenecement,Associates,Commencements,Corporate,Hearst Associates,Zoom,2021,Interns",,
208707857,Screen Shot 2021-07-30 at 1.34.28 PM.png,,2021-10-15,,"Screengrabs,Virtual Commenecement,Associates,Commencements,Corporate,Hearst Associates,Zoom,2021,Interns",,
208707858,Screen Shot 2021-07-30 at 1.28.13 PM.png,,2021-10-15,,"Screengrabs,Virtual Commenecement,Associates,Commencements,Corporate,Hearst Associates,Zoom,2021,Interns",,
208707859,Screen Shot 2021-07-30 at 1.28.15 PM.png,,2021-10-15,,"Screengrabs,Virtual Commenecement,Associates,Commencements,Corporate,Hearst Associates,Zoom,2021,Interns",,
208707860,Screen Shot 2021-07-30 at 1.28.17 PM.png,,2021-10-15,,"Screengrabs,Virtual Commenecement,Associates,Commencements,Corporate,Hearst Associates,Zoom,2021,Interns",,
208707861,Screen Shot 2021-07-29 at 4.50.32 PM.png,,2021-09-15,,"Group Project Presentations,Screengrabs,Associates,Corporate,Hearst Associates,Zoom,Projects,2021,Presentations,Interns",,
208707862,Screen Shot 2021-07-29 at 4.17.00 PM.png,,2021-09-15,,"Group Project Presentations,Screengrabs,Associates,Corporate,Hearst Associates,Zoom,Projects,2021,Presentations,Interns",,
208707863,Screen Shot 2021-07-29 at 4.21.43 PM.png,,2021-09-15,,"Group Project Presentations,Screengrabs,Associates,Corporate,Hearst Associates,Zoom,Projects,2021,Presentations,Interns",,
208707864,Screen Shot 2021-07-29 at 5.21.05 PM.png,,2021-09-15,,"Group Project Presentations,Screengrabs,Associates,Corporate,Hearst Associates,Zoom,Projects,2021,Presentations,Interns",,
208707865,Screen Shot 2021-07-29 at 5.20.07 PM.png,,2021-09-15,,"Group Project Presentations,Screengrabs,Associates,Corporate,Hearst Associates,Zoom,Projects,2021,Presentations,Interns",,
208707866,Screen Shot 2021-07-29 at 4.08.59 PM.png,,2021-09-15,,"Group Project Presentations,Screengrabs,Associates,Corporate,Hearst Associates,Zoom,Projects,2021,Presentations,Interns",,
208713839,FPN NYC Pride 2019.png,,2021-01-01,Chad Smith,"2021,Photography,Images,Hearst PRIDE,PRIDE,LGBTQ,NYC,New York City,Fitch Group,Fitch",,
208733451,hearstlab_scouts_ashley_cabrera_02.png,,2021-10-27,Ashley Cabrera,"Photography,Headshots,Cabrera,Portraits,HearstLab,Ashley Cabrera",,
208735433,V1_thf_gala_michael_asmelash.png,CPR7610AD,2021-11-02,Michael Asmelash,"Photography,Better Together,Michael Asmelash,Journal Ads,Diversity Awards,Headshots,Corporate,Portraits,2021,T. Howard,Asmelash",,
208755804,Divya_Johnson_Customer-Experience.png,CPR7789,2021-11-29,Divya Johnson,"Photography,Divya Johnson,Johnson,Customer Experience,Headshots,Corporate,Portraits,2021,RISE",,
208759351,V1_hearstlab_scouts_davis_micolette_CPR7970.png,CPR7972,2021-12-17,Micolette Davis,"Micolette Davis,Headshots,Portraits,2021,HearstLab,Scouts",,
208759824,acacia_productions-hearst_ranch_beef-0007.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759825,acacia_productions-hearst_ranch_beef-0085.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759826,acacia_productions-hearst_ranch_beef-0024.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759827,acacia_productions-hearst_ranch_beef-0022.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759828,acacia_productions-hearst_ranch_beef-0065.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759829,acacia_productions-hearst_ranch_beef-0090.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759830,acacia_productions-hearst_ranch_beef-0030.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759831,acacia_productions-hearst_ranch_beef-0082.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759832,acacia_productions-hearst_ranch_beef-0014.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",,
208759833,acacia_productions-hearst_ranch_beef-0057.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759834,acacia_productions-hearst_ranch_beef-0049.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",,
208759835,acacia_productions-hearst_ranch_beef-0006.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",,
208759836,acacia_productions-hearst_ranch_beef-0073.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759837,acacia_productions-hearst_ranch_beef-0023.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",,
208759838,acacia_productions-hearst_ranch_beef-0021.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",,
208759839,acacia_productions-hearst_ranch_beef-0004.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",,
208759840,acacia_productions-hearst_ranch_beef-0083.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759841,acacia_productions-hearst_ranch_beef-0039.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759842,acacia_productions-hearst_ranch_beef-0047.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759843,acacia_productions-hearst_ranch_beef-0066.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",,
208759844,acacia_productions-hearst_ranch_beef-0091.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759845,acacia_productions-hearst_ranch_beef-0040.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759846,acacia_productions-hearst_ranch_beef-0056.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759847,acacia_productions-hearst_ranch_beef-0013.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759848,acacia_productions-hearst_ranch_beef-0074.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759849,acacia_productions-hearst_ranch_beef-0031.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759850,acacia_productions-hearst_ranch_beef-0048.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759851,acacia_productions-hearst_ranch_beef-0046.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759852,acacia_productions-hearst_ranch_beef-0059.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",,
208759853,acacia_productions-hearst_ranch_beef-0029.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759854,acacia_productions-hearst_ranch_beef-0003.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",,
208759855,acacia_productions-hearst_ranch_beef-0093.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759856,acacia_productions-hearst_ranch_beef-0016.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",,
208759857,acacia_productions-hearst_ranch_beef-0062.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759858,acacia_productions-hearst_ranch_beef-0092.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759859,acacia_productions-hearst_ranch_beef-0032.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759860,acacia_productions-hearst_ranch_beef-0088.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759861,acacia_productions-hearst_ranch_beef-0075.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759862,acacia_productions-hearst_ranch_beef-0028.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759863,acacia_productions-hearst_ranch_beef-0058.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759864,acacia_productions-hearst_ranch_beef-0077.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759865,acacia_productions-hearst_ranch_beef-0064.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",,
208759866,acacia_productions-hearst_ranch_beef-0045.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
208759867,acacia_productions-hearst_ranch_beef-0094.jpg,CPR7974,2021-12-20,,"Scenery,Hearst Real Estate,2021,Outdoors,San Simeon,Photography,Hearst Castle,135,Ranch,Cattle,Real Estate,Hearst Ranch",CAMERON INGALLS,
